Name,Type,Address,City,State,Zip Code,Accepts Food Donations?,Website,Unique ID,Latitude,Longitude,Approximate distance,x,y
Salvation Army Jonesboro - Soup Kitchen,Soup Kitchen,800 Cate Avenue,Jonesboro,AR,72401,,foodbankofnea.org/county/craighead,,35.842386,-90.696990,0 km,-10096342.721,4278955.49
Arkansas Food Bank,Food Bank,4301 West 65th Street,Little Rock,AR,72209,,arkansasfoodbank.org/,,34.687971,-92.322942,0 km,-10277342.836,4121558.138
Bullock Temple CME Church Food Pantry,Food Pantry,1513 South Park Street,Little Rock,AR,72202,No,www.btclr.org/,,34.736038,-92.297515,0 km,-10274512.327,4128067.424
The Helping Hand Food Pantry,Food Pantry,1601 Marshall Street,Little Rock,AR,72216,Yes,www.lrhelpinghand.com/our-supporters.html,,34.735300,-92.291634,0 km,-10273857.713,4127967.387
St. John Missionary Baptist Church Food Pantry,Food Pantry,1920 East 6th Street,Little Rock,AR,72202,,info.mysjmbc.org/,,34.741787,-92.249192,0 km,-10269133.068,4128846.16
Matthew 25 Food Pantry,Food Pantry,2415 S. Fair Park Blvd,Little Rock,AR,72204,Yes,www.oakforestumc.com/food-pantry.html,,34.729364,-92.334725,0 km,-10278654.514,4127163.276
St. Francis House Food Pantry,Food Pantry,2701 S. Elm St,Little Rock,AR,72204,Yes,stfrancishouselr.org/community-outreach/,,34.726501,-92.319120,0 km,-10276917.373,4126775.491
Immanuel Baptist Church â€“ LR,Food Pantry,501 N. Shackleford Rd.,Little Rock,AR,72211,,www.ibclr.org/,,34.757190,-92.393532,0 km,-10285200.879,4130933.01
The Orchard,Food Pantry,6221 Colonel Glenn Road Suite #5,Little Rock,AR,72204,,vineandvillage.org/,,34.715171,-92.344940,0 km,-10279791.654,4125241.019
"Family Resource Services, Inc.",Food Pantry,206 South Center Street,Lonoke,AR,72086,Yes,www.facebook.com/FRSLonoke/,,34.782589,-91.900365,0 km,-10230301.813,4134374.9
Mansfield 1st Baptist Church,Food Pantry,,Mansfield,AR,72944,No,mansfieldfbc.com/about-us/,,35.058063,-94.247916,0 km,-10491629.995,4171774.49
Immanuel Baptist Church @ Monticello,Food Pantry,939 Barkada Road,Monticello,AR,71655,Yes,ibcmonticello1.blogspot.com/,,33.643226,-91.813533,0 km,-10220635.708,3980995.971
Conway County Care Center,Food Pantry,108 West Broadway Street,Morrilton,AR,72110,Yes,www.conwaycountycarecenter.com,,35.153096,-92.745572,0 km,-10324389.793,4184705.777
MOUNTAIN HOME FOOD BASKET,Food Pantry,1341 Eastside Center Court,Mountain Home,AR,72653,Yes,enjoymountainhome.com/membership-directory/mountain-home-food-basket/,,36.353175,-92.362989,0 km,-10281800.881,4349327.189
Holy Cross Lutheran Church Food Pantry,Food Pantry,48 Carnation Drive,Mountain Home,AR,72653,Yes,Holycrossmountainhome.com,,36.371811,-92.321508,0 km,-10277183.204,4351903.381
St. Andrew's Food Pantry,Food Pantry,511 Coley Drive,Mountain Home,AR,72653,No,standrewsmountainhome.weebly.com/calendar.html,,36.351624,-92.384718,0 km,-10284219.709,4349112.825
STONE COUNTY COMMUNITY FOOD MINISTRY,Food Pantry,310 School Avenue,Mountain View,AR,72560,Yes,www.facebook.com/stonecofoodministry/?paipv=0&eav=Afbv8MDBzqbdy40r7Jxe_vBJDIQcl52epmkB0dmgC4JUXZJ1ru0cjt4ZWrPdTGEe7Nc&_rdr,,35.863906,-92.111620,0 km,-10253818.657,4281911.129
Bread of Life,Food Pantry,301 West Dodson Street,Nashville,AR,71852,,www.facebook.com/pages/category/Community-Organization/Bread-of-Life-Nashville-Arkansas-465320243661127/,,33.933683,-93.849914,0 km,-10447324.671,4019900.786
Food Bank of North Central Arkansas,Food Bank,1042 Highland Circle,Mountain Home,AR,72653,,www.foodbanknca.org/,,36.348052,-92.369342,0 km,-10282508.131,4348619.023
River City Ministry,Food Pantry,1021 East Washington Avenue,North Little Rock,AR,72114,Unsure,www.rivercityministry.org/services,,34.754092,-92.256236,0 km,-10269917.259,4130513.241
OzarkFirst United Methodist Church,Food Pantry,503 W Commercial St,Ozark,AR,72949,Yes,ozarkfumc.com/,,35.497672,-93.842130,0 km,-10446458.16,4231720.144
7th & Mueller Church of Christ,Food Pantry,1000 South 7th Street,Paragould,AR,72450,Yes,,,36.046524,-90.495370,0 km,-10073898.474,4307024.948
Senior B.E.E.S.,Food Pantry,123 North 12th Street,Paragould,AR,72450,No,,,36.057306,-90.499782,0 km,-10074389.638,4308509.484
The Witt House,Food Pantry,501 West Garland Street,Paragould,AR,72450,Yes,www.fumcparagould.org/witt-house-food-pantry.html,,36.053337,-90.491520,0 km,-10073469.928,4307962.959
Griffin Memorial United Methodist Church - Food Pantry,Food Pantry,524 E. Court St,Paragould,AR,72450,No,foodbankofnea.org/county/greene,,36.055907,-90.479377,0 km,-10072118.119,4308316.777
Griffin Memorial United Methodist Church - Soup Kitchen,Soup Kitchen,524 E. Court St,Paragould,AR,72450,No,foodbankofnea.org/county/greene,,36.055907,-90.479377,0 km,-10072118.119,4308316.777
West View Baptist Church,Food Pantry,701 West Morgan Street,Paragould,AR,72450,No,mywestview.com/pantry,,36.063106,-90.494238,0 km,-10073772.472,4309308.193
Mission Outreach of NEA,Food Pantry,901 East Lake Street,Paragould,AR,72450,Yes,www.missionoutreachnea.com/services/food-programs,,36.058612,-90.474796,0 km,-10071608.243,4308689.348
New Covenant Church of Paragould,Food Pantry,909 Reynolds Road,Paragould,AR,72450,,,,36.068552,-90.521009,0 km,-10076752.583,4310058.112
Pearcy Baptist Church,Food Pantry,5985 Airport Road,Pearcy,AR,71964,Yes,pearcybaptist.com/food_pantry,,34.428597,-93.288078,0 km,-10384781.373,4086498.35
Partners for Progress,Food Pantry,1115 Aplin Avenue,Perryville,AR,72126,Yes,partnersforprogress.dudaone.com/,,35.005096,-92.809601,0 km,-10331517.502,4164573.746
"Neighbor to Neighbor, Inc.",Food Pantry,1419 South Pine Street,Pine Bluff,AR,71601,,www.facebook.com/N2NJeffCo/,,34.214734,-92.004494,0 km,-10241893.456,4057672.13
"The Salvation Army, Pine Bluff",Food Pantry,501 East 12th Avenue,Pine Bluff,AR,71601,No,www.salvationarmyusa.org/usn/location-search?location=71601,,34.217913,-91.998591,0 km,-10241236.326,4058100.085
Piney Point Baptist,Food Pantry,10591 Piney Road,Rogers,AR,72756,No,www.facebook.com/PineyPointBaptist/,,36.276724,-93.982003,0 km,-10462028.74,4338765.334
Holy Trinity Lutheran Church,Food Pantry,1101 West Hudson Road,Rogers,AR,72757,Unsure,www.holytrin.org/#hello,,36.356143,-94.128271,0 km,-10478311.152,4349737.406
Care Community Center,Food Pantry,2510 North 17th Street 203,Rogers,AR,72756,,www.carecc.org/,,36.356460,-94.141805,0 km,-10479817.773,4349781.251
St. Andrews Episcopal Church,Food Pantry,820 W. Oak Street,Rogers,AR,72756,Yes,www.saintandrewsrogers.org/outreach,,36.325956,-94.127109,0 km,-10478181.888,4345565.564
First United Methodist Church/Manna House,Food Pantry,304 South Commerce Avenue 2nd,Russellville,AR,72801,,www.russellvillefirst.org/mannahouse,,35.276372,-93.136328,0 km,-10367888.618,4201502.683
River Valley Food 4 Kids,Food Pantry,407 North El Paso Avenue,Russellville,AR,72801,Yes,www.rivervalleyfood4kids.org,,35.282257,-93.136622,0 km,-10367921.335,4202305.167
Immanuel Baptist,Food Pantry,206 East Holly Street,Sheridan,AR,72150,Yes,www.ibcsheridan.com/our-ministries,,34.304804,-92.399115,0 km,-10285822.376,4069803.543
Manna Center,Food Pantry,670 Heritage Court,Siloam Springs,AR,72761,,www.themannacenter.org/Home.html,,36.179258,-94.552148,0 km,-10525496.947,4325315.058
Soul Food at Elm Springs United Methodist Church,Food Pantry,118 North Elm Street,Springdale,AR,72762,Yes,www.elmsprings.church/soul-food.html,,36.206829,-94.233416,0 km,-10490015.84,4329118.116
Miller County Senior Center Meals on wheels of Miller Co.,Soup Kitchen,1007 Jefferson Avenue,Texarkana,AR,71854,No,millercountyar.com/community-services/,,33.432161,-94.030154,0 km,-10467388.874,3952807.643
Harvest Regional Food Bank,Food Bank,3120 East 19th Street,Texarkana,AR,71854,,www.harvestregionalfoodbank.org,,33.439844,-94.009012,0 km,-10465035.39,3953832.487
1st Presbyterian Church of Van Buren,Food Pantry,108 South 10th Street,Van Buren,AR,72956,No,,,35.436322,-94.349729,0 km,-10502963.811,4223334.734
Shibley Baptist Church,Food Pantry,1136 Shibley Road,Van Buren,AR,72956,,www.facebook.com/Shibleybc/,,35.452746,-94.292423,0 km,-10496584.458,4225579.045
Heritage United Methodist Church,Food Pantry,1604 Pointer Trail,Van Buren,AR,72956,No,www.heritage.church/food-pantry,,35.457793,-94.341168,0 km,-10502010.749,4226268.758
Van Buren Gospel Rescue Mission,Soup Kitchen,201 Drennen Street,Van Buren,AR,72956,No,,,35.430900,-94.353955,0 km,-10503434.203,4222593.973
Vilonia Church of Christ,Food Pantry,893 Main Street,Vilonia,AR,72173,No,,,35.082984,-92.247541,0 km,-10268949.302,4175164.037
Hope House Ministries,Food Pantry,653 Arkansas 77,West Memphis,AR,72301,,www.facebook.com/hopehouseministriesinc/,,35.176616,-90.185976,0 km,-10039456.936,4187908.585
Ajo Food Pantry - Food Pantry,Food Pantry,100 Estrella Ave,Ajo,AZ,85321,Unsure,www.ajocsa.com/ajo-food-pantry,,32.372137,-112.861871,0 km,-12563725.999,3812259.067
Superstition Community Food Bank - Food Pantry,Food Pantry,575 North Idaho Road,Apache Junction,AZ,85119,Yes,superstitionfoodbank.org/help,,33.421000,-111.544536,0 km,-12417080.993,3951318.861
Arivaca Human Resource - Food Pantry,Food Pantry,17252 West 5th Street,Arivaca,AZ,85601,,www.arivacahr.com/services,,31.575051,-111.331755,0 km,-12393394.265,3707657.755
Foothills Food Bank - Food Pantry,Food Pantry,34550 Old Black Canyon Highway,Black Canyon City,AZ,85324,Yes,foothillsfoodbank.com/our-programs/,,34.065036,-112.149845,0 km,-12484463.582,4037538.119
All Faith Community Services - Food Pantry,Food Pantry,214 South 5th Street,Buckeye,AZ,85326,Yes,www.allfaithcsaz.com/emergency-food-bocxxes,,33.368485,-112.584643,0 km,-12532865.119,3944316.919
Food for Families/Bullhead City Food Bank - Food Pantry,Food Pantry,590 Hancock Road,Bullhead City,AZ,86442,,foodforfamiliesbhc.org/services/,,35.107658,-114.630833,0 km,-12760645.903,4178521.064
Bread of Life Mission - Food Pantry,Food Pantry,75 E Hollamon St,Camp Verde,AZ,86322,No,www.breadoflifeaz.org,,34.546554,-111.839974,0 km,-12449968.956,4102429.062
Matthew's Crossing Food Bank - Food Pantry,Food Pantry,1368 N. Arizona Ave,Chandler,AZ,85225,Yes,matthewscrossing.org/get-help/,,33.327133,-111.842733,0 km,-12450276.075,3938806.281
Resurrection Street Ministry,Food Pantry,"1550 W. Chandler Blvd., Bldg. B",Chandler,AZ,85224,,www.rsmaz.org/,,33.414468,-111.806443,0 km,-12446236.302,3950447.766
Compassion Center - Food Pantry,Food Pantry,33 East Comstock Drive Parking lot,Chandler,AZ,85225,Yes,www.compassioncenteraz.org/get-help,,33.346466,-111.840633,0 km,-12450042.349,3941382.291
AZCEND - Food Pantry,Food Pantry,345 South California Street 345 s,Chandler,AZ,85225,Yes,azcend.org/program/food-bank/,,33.298122,-111.843398,0 km,-12450350.058,3934941.818
Squash Patch Farms Ministries Food Connect Program - Food Pantry,Food Pantry,590 West Road 1 North,Chino Valley,AZ,86323,Yes,squashpatchfarmsministry.blogspot.com/p/our-assistance-support-programs.html,,34.753828,-112.457877,0 km,-12518753.615,4130477.458
Old Concho Community Assistance Center  - Food Pantry,Food Pantry,35432 Arizona 180A,Concho,AZ,85924,Yes,www.facebook.com/pages/category/Local-Business/OCCAC-Food-Bank-1124013351074597/,,34.475300,-109.606003,0 km,-12201284.42,4092803.136
Hope International Food Pantry - Food Pantry,Food Pantry,1280 North Arizona Boulevard,Coolidge,AZ,85128,Yes,hopeinternationalfoodpantry.org/contact-us,,32.990441,-111.524542,0 km,-12414855.238,3894035.222
Society of St Vincent de Paul El Mirage Dining Room - Soup Kitchen,Soup Kitchen,14013 N Verbena St,El Mirage,AZ,85335,No,www.stvincentdepaul.net/locations/el-mirage-dining-room,,33.611411,-112.318665,0 km,-12503256.639,3976742.591
Sunshine Rescue Mission Inc. - Food Pantry,Food Pantry,124 South San Francisco Street,Flagstaff,AZ,86001,Yes,srm-hc.org/outreach_2014.html,,35.194585,-111.648955,0 km,-12428704.785,4190355.983
Sunshine Rescue Mission Inc. - Soup Kitchen,Soup Kitchen,124 South San Francisco Street,Flagstaff,AZ,86001,Yes,srm-hc.org/outreach_2014.html,,35.194585,-111.648955,0 km,-12428704.785,4190355.983
Flagstaff Family Food Center  - Food Pantry,Food Pantry,3805 East Huntington Drive,Flagstaff,AZ,86004,Yes,hotfood.org/programs/,,35.213446,-111.593642,0 km,-12422547.403,4192925.513
Flagstaff Family Food Center - Soup Kitchen,Soup Kitchen,3805 East Huntington Drive,Flagstaff,AZ,86004,Yes,hotfood.org/programs/,,35.213446,-111.593642,0 km,-12422547.403,4192925.513
Extended Hands Food Bank - Food Pantry,Food Pantry,16548 East Laser Drive,Fountain Hills,AZ,85268,Yes,www.ehfb.org/location-and-times,,33.573590,-111.722573,0 km,-12436899.914,3971688.314
Vineyard Community Church - Food Pantry,Food Pantry,601 S. Cooper Rd,Gilbert,AZ,85233,Yes,www.vineyardgilbert.com/foodpantry,,33.339648,-111.805949,0 km,-12446181.266,3940473.833
Open Arms Care Center - Food Pantry,Food Pantry,925 North McQueen Road,Gilbert,AZ,85233,Yes,www.openarmscc.com/get-help,,33.366370,-111.823788,0 km,-12448167.15,3944034.981
Pure Heart Church - Food Pantry,Food Pantry,14240 North 43rd Avenue,Glendale,AZ,85306,Yes,www.pureheart.org/go/resource-center,,33.615663,-112.151870,0 km,-12484689.104,3977310.958
Hope for Hunger Food Bank - Food Pantry,Food Pantry,5605 N. 55th Avenue,Glendale,AZ,85301,Yes,phoenixrescuemission.org/hope-for-hunger/,,33.519051,-112.177144,0 km,-12487502.593,3964403.762
Vineyard Food & Clothing Bank - Food Pantry,Food Pantry,6250 West Peoria Avenue,Glendale,AZ,85302,Yes,vineyardnorthphoenix.com/foodbank/,,33.583097,-112.191411,0 km,-12489090.711,3972958.52
West Valley Community Food Pantry - Food Pantry,Food Pantry,7205 North 51st Avenue,Glendale,AZ,85301,No,www.westvalleycommunityfoodpantry.org/,,33.542849,-112.167566,0 km,-12486436.275,3967581.81
Gold Canyon United Methodist Church Food Bank - Food Pantry,Food Pantry,8330 E. Sunrise Sky Dr.,Gold Canyon,AZ,85118,Yes,goldcanyonumc.org/ministries/missions/local-missions/,,33.352647,-111.455676,0 km,-12407189.043,3942205.981
Christ Evangelical Lutheran Church - Food Pantry,Food Pantry,918 South Litchfield Road,Goodyear,AZ,85338,Yes,www.christevangelical.org/community-outreach,,33.438575,-112.359529,0 km,-12507805.576,3953663.241
Grand Canyon Food Pantry - Food Pantry,Food Pantry,87 Sunset Drive,Grand Canyon Village,AZ,86023,Yes,grandcanyonfoodpantry.org,,36.053364,-112.135605,0 km,-12482878.404,4307966.663
Community Food Bank Green Valley - Food Pantry,Food Pantry,250 E Continental Rd,Green Valley,AZ,85614,Yes,www.communityfoodbank.org/locations/green-valley-resource-center/,,31.851604,-110.986942,0 km,-12355009.835,3743847.018
Kingman Area Food Bank - Food Pantry,Food Pantry,2930 East Butler Avenue,Kingman,AZ,86409,Yes,kingmanareafoodbank.org,,35.254542,-114.012981,0 km,-12691866.967,4198526.4
Cornerstone Mission Project - Soup Kitchen,Soup Kitchen,3049 Sycamore Ave,Kingman,AZ,86409,Yes,www.cornerstonemissionaz.org/soup-kitchen-sack-lunches,,35.222330,-114.008915,0 km,-12691414.408,4194136.114
Our Lady of the Lake - Soup Kitchen,Soup Kitchen,1975 Daytona Avenue,Lake Havasu City,AZ,86403,Yes,ourladyofthelakeromancatholic.org/soupkitchen,,34.470451,-114.327690,0 km,-12726900.212,4092148.353
Havasu Community Food Bank - Food Pantry,Food Pantry,1980 North Kiowa Boulevard,Lake Havasu City,AZ,86403,Yes,havasucommunityhealthfoundation.org/food-bank,,34.503541,-114.344473,0 km,-12728768.521,4096617.367
CFB-Marana,Food Pantry,11734 West Grier Rd,Marana,AZ,85653,Yes,www.communityfoodbank.org/how-we-help/emergency-food/,,32.453633,-111.215640,0 km,-12380468.38,3823005.366
United Food Bank,Food Bank,245 South Nina Drive,Mesa,AZ,85210,,www.unitedfoodbank.org,,33.409629,-111.850779,0 km,-12451171.763,3949802.439
First Presbyterian Church - Food Pantry,Food Pantry,161 North Mesa Drive,Mesa,AZ,85201,Yes,fpcmesa.org/home,,33.419408,-111.822698,0 km,-12448045.778,3951106.639
Gateway Bible Church,Food Pantry,1621 North Pasadena,Mesa,AZ,85201,,www.gatewaybiblechurchsite.com/food-boxes,,33.444855,-111.826490,0 km,-12448467.88,3954501.011
St. Mark's Episcopal Church - Food Pantry,Food Pantry,322 North Horne,Mesa,AZ,85203,Yes,www.stmarksmesa.org/food-pantrythrift-store.html,,33.421709,-111.814868,0 km,-12447174.213,3951413.516
First Evangelical Lutheran Food Pantry,Food Pantry,417 East Ivy Street,Mesa,AZ,85203,,www.firstevlutheran.com/,,33.445280,-111.821809,0 km,-12447946.782,3954557.631
Paz de Cristo Community Center - Food Pantry,Food Pantry,424 W Broadway Rd,Mesa,AZ,85210,Yes,pazdecristo.org/what-we-do/get-help-during-the-pandemic/,,33.408378,-111.840510,0 km,-12450028.59,3949635.586
Streets of Joy Food Pantry,Food Pantry,451 East 4th Place,Mesa,AZ,85203,Yes,streetsofjoy.com/food-center.php,,33.423692,-111.821354,0 km,-12447896.209,3951677.921
Desert Manna Food Pantry - Food Pantry,Food Pantry,590 North 96th Street,Mesa,AZ,85207,Yes,www.calvaryfreelutheran.org/desert-manna-food-pantry,,33.425161,-111.624501,0 km,-12425982.578,3951873.854
Mission Kitchen 153 - Food Pantry,Food Pantry,6056 E. Baseline rd,Mesa,AZ,85206,Yes,fountainoflife.tv/new-page,,33.380511,-111.700112,0 km,-12434399.6,3945920.021
Society of St Vincent de Paul Mesa Dining Room - Soup Kitchen,Soup Kitchen,67 West Broadway Road,Mesa,AZ,85210,Yes,www.stvincentdepaul.net/programs/dining-rooms/dining-room-locations/mesa-dining-room,,33.407463,-111.833593,0 km,-12449258.604,3949513.541
Casa de Amor - Food Pantry,Food Pantry,819 South Macdonald,Mesa,AZ,85210,Yes,riovistacenter.com/casa-de-amor/,,33.400106,-111.833828,0 km,-12449284.775,3948532.615
St David's Episcopal Church - Food Pantry,Food Pantry,421 South Lake Powell Boulevard,Page,AZ,86040,,www.stdavidspage.org/circle-of-page-1,,36.911269,-111.454371,0 km,-12407043.86,4426746.05
Circle of Page Soup Kitchen at St David's Episcopal Church - Soup Kitchen,Soup Kitchen,421 South Lake Powell Boulevard,Page,AZ,86040,,www.stdavidspage.org/circle-of-page-1,,36.911269,-111.454371,0 km,-12407043.86,4426746.05
East Santa Cruz County Community Food Bank - Food Pantry,Food Pantry,772 Harshaw Avenue,Patagonia,AZ,85624,Yes,escccfoodbank.org/,,31.542248,-110.753615,0 km,-12329036.025,3703372.429
Community Presbyterian Church Deacons Food Bank,Food Bank,800 West Main Street,Payson,AZ,85541,Yes,www.cpcpayson.org/Programs.html,,34.231816,-111.340814,0 km,-12394402.741,4059971.901
Society of St. Vincent de Paul Human Services Campus Dining Room - Soup Kitchen,Soup Kitchen,1075 W. Jackson St,Phoenix,AZ,85007,Yes,www.stvincentdepaul.net/locations/phoenix-dining-room,,33.444563,-112.086481,0 km,-12477409.945,3954462.002
Paradise Valley Community Food Bank - Food Pantry,Food Pantry,10862 North 32nd Street,Phoenix,AZ,85028,Yes,www.pvcommunityfoodbank.org/family-assist-food-box-program/,,33.584373,-112.014539,0 km,-12469401.387,3973129.078
FIBCO Family Services - Food Pantry,Food Pantry,1141 East Jefferson Street,Phoenix,AZ,85034,,fibco.org,,33.446748,-112.057790,0 km,-12474216.167,3954753.586
Mom's Pantry,Food Pantry,13440 N. Cave Creek Road,Phoenix,AZ,85022,Yes,momspantryphoenix.org/get-help/,,33.609514,-112.036622,0 km,-12471859.711,3976489.001
Rio Vista Center - Food Pantry,Food Pantry,1431 East Southern Avenue,Phoenix,AZ,85040,Yes,riovistacenter.com/locations/,,33.391624,-112.050292,0 km,-12473381.426,3947401.563
Andre House Dinner Service - Soup Kitchen,Soup Kitchen,213 South 11th Avenue,Phoenix,AZ,85007,Yes,andrehouse.org/dinner-service/,,33.445361,-112.086667,0 km,-12477430.684,3954568.45
Arizona Baptist Children's Services Community Resource Center,Food Pantry,2632 West Augusta Avenue,Phoenix,AZ,85051,No,azresourcecenters.com/locations/?ms=95,,33.551432,-112.115892,0 km,-12480684.041,3968728.128
