Name,Type,Address,City,State,Zip Code,Accepts Food Donations?,Website,Unique ID,Latitude,Longitude,Approximate distance,x,y
Atlanta Street Church of Christ - Food Pantry,Food Pantry,1724 Atlanta Street,Texarkana,TX,75501,,www.facebook.com/pg/AtlantaStreetChurchofChrist/posts,,33.403481,-94.078210,0 km,-10472738.421,3948982.597
Cross View Baptist Church - Food Pantry,Food Pantry,3268 Farm to Market 2148,Texarkana,TX,75501,,cvbaptistchurch.nucleus.church/calendar,,33.465623,-94.167051,0 km,-10482628.156,3957271.975
Dorcas House - Food Pantry,Food Pantry,6262 Saint Michael Drive,Texarkana,TX,75503,,hamptoncoc.com,,33.454706,-94.123992,0 km,-10477834.85,3955815.241
Galveston County Food Bank,Food Bank,624 4th Avenue N,Texas City,TX,77590,,www.galvestoncountyfoodbank.org/,,29.388258,-94.903671,0 km,-10564628.33,3425156.001
East Texas Food Bank,Food Bank,3201 Robertson Road,Tyler,TX,75701,,www.easttexasfoodbank.org/,,32.333455,-95.334025,0 km,-10612535.152,3807161.784
Food Pantry of Jeff Davis County - Valentine,Food Pantry,109 North Main Street,Valentine,TX,79854,,www.foodpantry-jdc.org,,30.587945,-104.496694,0 km,-11632518.721,3579350.749
Food Bank of the Golden Crescent,Food Bank,801 South Laurent,Victoria,TX,77901,,www.tfbgc.org,,28.787621,-96.990512,0 km,-10796934.365,3348642.609
Columbus Avenue Church Pathway Ministries - Food Pantry,Food Pantry,1300 Columbus Avenue,Waco,TX,76701,,cabcwaco.org/pathway-ministries,,31.551486,-97.141078,0 km,-10813695.305,3704579.096
McLennan Community College Pantry - Food Pantry,Food Pantry,1400 College Drive,Waco,TX,76708,Yes,www.mclennan.edu/completion-center/food-pantry.html,,31.588481,-97.171366,0 km,-10817066.949,3709412.784
Baylor University (The Store) - Food Pantry,Food Pantry,"1410 South 4th Street Sid Richardson Science Building, Room 047",Waco,TX,76706,Yes,www.baylor.edu/case/index.php,,31.547398,-97.117927,0 km,-10811118.136,3704045.129
Caritas - Food Pantry,Food Pantry,300 South 15th Street,Waco,TX,76701,Yes,www.caritas-waco.org/programs/emergency-services/welcome-back-clients/,,31.547401,-97.138209,0 km,-10813375.985,3704045.547
Family of Faith Worship Center - Food Pantry,Food Pantry,4112 Memorial Drive,Waco,TX,76711,Yes,www.facebook.com/fofwcwaco,,31.519002,-97.156511,0 km,-10815413.287,3700336.496
The Jesus Table - Soup Kitchen,Soup Kitchen,417 South 17th Street,Waco,TX,76706,Yes,cumcwaco.com/the-jesus-table,,31.543923,-97.139524,0 km,-10813522.325,3703591.19
Wichita Falls Area Food Bank,Food Bank,1230 Midwestern Parkway,Wichita Falls,TX,76302,,www.wfafb.org/,,33.877386,-98.487263,0 km,-10963551.945,4012349.834
First Woodway Baptist Church - Food Pantry,Food Pantry,101 Ritchie Road,Woodway,TX,76712,Yes,www.firstwoodway.org/need-help/food-ministry/,,31.487245,-97.235874,0 km,-10824248.014,3696190.221
American Fork Senior Center,Soup Kitchen,54 E. Main St.,American Fork,UT,84003,No,www.americanfork.gov/351/Senior-Center,,40.376463,-111.796819,0 km,-12445164.986,4920800.588
Tabitha's Way Local Food Pantry North County,Food Pantry,920 East State Road,American Fork,UT,84003,Yes,tabithasway.org/contact-pantry/,,40.370266,-111.772552,0 km,-12442463.551,4919895.13
Bountiful Food Pantry,Food Pantry,480 East 150 North,Bountiful,UT,84010,Yes,bountifulfoodpantry.org/get-help,,40.890634,-111.869761,0 km,-12453284.785,4996223.504
Box Elder Community Pantry,Food Pantry,272 N 200 W,Brigham City,UT,84302,Yes,www.boxelderfoodpantry.org/contact-us.html,,41.516620,-112.018248,0 km,-12469814.305,5088844.276
Acts Six Soup Kitchen,Soup Kitchen,912 North Main Street,Brigham City,UT,84302,Yes,actssixsoupkitchen.org/,,41.530086,-112.014713,0 km,-12469420.801,5090846.504
Emery County Community Services,Food Pantry,40 South Center Street,Castle Dale,UT,84513,Yes,seualg.utah.gov/index.php/community-services/food-banks/,,39.211069,-111.020356,0 km,-12358729.542,4751950.621
Earth Community Garden & Food Pantry,Food Pantry,125 N Highway 89,Centerfield,UT,84622,Yes,foodpantry.communitygarden.farm,,39.128961,-111.819538,0 km,-12447694.009,4740160.986
Asamblea Apostalica,Food Pantry,389 State Street,Clearfield,UT,84015,Yes,www.facebook.com/ApostolicLayton?mibextid=ZbWKwL,,41.107956,-112.019569,0 km,-12469961.369,5028278.169
Tri-State Food Bank,Food Bank,1192 Draper Parkway,Draper,UT,84020,,www.tristatefoodbank.org,,40.527374,-111.856789,0 km,-12451840.76,4942877.449
Fish -n - Loaves,Food Pantry,1332 N Hill Field Road,Layton,UT,84041,Yes,laytonhills.org/contact-us/,,41.092507,-111.968474,0 km,-12464273.544,5025996.03
Open Doors,Food Pantry,875 east highway 193,Layton,UT,84041,Yes,www.opendoorsutah.org/food-pantry/,,41.103269,-111.949677,0 km,-12462181.016,5027585.756
Lindon Bishop's Storehouse,Food Pantry,940 West Center Street,Lindon,UT,84042,,providentliving.churchofjesuschrist.org/?lang=eng&y_source=1_OTg2ODU2Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ==,,40.338603,-111.736407,0 km,-12438439.897,4915269.794
Mosaic Interfaith Ministries,Food Pantry,4392 S 900 E,Millcreek,UT,84124,No,www.lssu.org/about-mosaic-inter-faith-ministries,,40.675887,-111.866010,0 km,-12452867.259,4964652.034
Murray Park Church of Christ,Food Pantry,494 East 5300 South,Murray,UT,84107,Yes,www.murrayparkchurchofchrist.org/,,40.655582,-111.877073,0 km,-12454098.831,4961672.01
Catholic Community Services,Food Pantry,2504 F Ave,Ogden,UT,84401,Yes,www.ccsutah.org/programs/item/172-joyce-hansen-hall-food-bank,,41.195827,-111.984138,0 km,-12466017.253,5041269.167
Christian Center Of Park City,Food Pantry,1283 Deer Valley Drive,Park City,UT,84060,Yes,www.ccofpc.org/,,40.657065,-111.503652,0 km,-12412529.707,4961889.666
Cache Community Food Bank,Food Bank,359 South Main Street,Providence,UT,84332,,www.cachefoodpantry.com/,,41.701009,-111.818677,0 km,-12447598.218,5116296.687
Community Action Services,Food Pantry,815 South Freedom Boulevard,Provo,UT,84601,Yes,communityactionprovo.org/,,40.223351,-111.661694,0 km,-12430122.928,4898452.29
First Baptist Church of Roy,Food Pantry,2025 West 5700 South,Roy,UT,84067,,www.firstbaptistroy.com/,,41.159321,-112.029100,0 km,-12471022.366,5035869.894
New Hope Community Garden,Food Pantry,1102 West 400 North,Salt Lake City,UT,84116,,newhope.communitygarden.farm/,,40.778448,-111.922952,0 km,-12459206.047,4979717.543
Salt Lake City Mission,Food Pantry,1151 South Redwood Road,Salt Lake City,UT,84104,,saltlakecitymission.org,,40.744176,-111.938369,0 km,-12460922.26,4974680.524
The Concern Center,Food Pantry,1235 West California Avenue,Salt Lake City,UT,84104,Yes,slba.org/concern-center,,40.740200,-111.926678,0 km,-12459620.835,4974096.462
Crossroads Urban Center Westside Food Pantry,Food Pantry,1358 West Indiana Avenue,Salt Lake City,UT,84104,Yes,www.crossroadsurbancenter.org/westside.html,,40.751548,-111.929869,0 km,-12459976.01,4975763.803
Utah Aids Foundation,Food Pantry,150 South 1000 East,Salt Lake City,UT,84102,Yes,www.utahaids.org/,,40.739052,-111.859886,0 km,-12452185.561,4973927.753
Somali Community Self-Management Agency,Food Pantry,1700 S. 1578 W.,Salt Lake City,UT,84104,,www.facebook.com/pg/Somali-Community-Self-Management-Agency-1505938253064681/posts/?ref=page_internal,,40.740498,-111.888020,0 km,-12455317.457,4974140.201
Eagles Ranch Ministries,Food Pantry,1899 South Redwood Rd,Salt Lake City,UT,84104,No,ghfc-utah.com/eagle-ranch-ministries,,40.489900,-111.955360,0 km,-12462813.644,4937390.743
University of Utah,Food Pantry,200 Central Campus Drive,Salt Lake City,UT,84112,Yes,union.utah.edu/resources-spaces/feed-u-pantry/hours-about-us/,,40.765019,-111.846112,0 km,-12450652.202,4977743.53
Hildegarde's Food Pantry at St. Mark's Cathedral,Food Pantry,231 East 100 South,Salt Lake City,UT,84111,Yes,stmarksutah.org/foodpantry,,40.767631,-111.884386,0 km,-12454912.877,4978127.427
St. Paul's Food Pantry,Food Pantry,261 South 900 East,Salt Lake City,UT,84102,Yes,www.stpauls-slc.org/pantry,,40.763382,-111.864730,0 km,-12452724.804,4977502.991
Crossroads Urban Center,Food Pantry,347 South 400 East,Salt Lake City,UT,84111,Yes,www.crossroadsurbancenter.org/contact.html,,40.761577,-111.879239,0 km,-12454339.938,4977237.737
St. Vincent de Paul Dining Hall / Weigand Homeless Resource Center,Soup Kitchen,437 West 200 South,Salt Lake City,UT,84101,,www.ccsutah.org/programs/item/8-st-vincent-de-paul-dining-hall,,40.764810,-111.903842,0 km,-12457078.709,4977712.783
Salvation Army Salt Lake City,Food Pantry,438 South 900 West,Salt Lake City,UT,84104,Unsure,saltlakecity.salvationarmy.org/salt_lake_city_corps/cure-hunger/,,40.759630,-111.917475,0 km,-12458596.328,4976951.518
Bruin Pantry at Redwood Campus STC 015,Food Pantry,4600 Redwood Road,Salt Lake City,UT,84123,Yes,www.slcc.edu/thaynecenter/basic-needs/bruinpantrygethelp.aspx,,40.672447,-111.944331,0 km,-12461585.935,4964147.123
Bruin Pantry at South City Pantry Room 1-061D,Food Pantry,4600 South Redwood Road,Salt Lake City,UT,84123,Yes,www.slcc.edu/thaynecenter/basic-needs/bruinpantrygethelp.aspx,,40.735238,-111.886698,0 km,-12455170.292,4973367.373
Rescue Mission of Salt Lake,Soup Kitchen,463 S 400 W,Salt Lake City,UT,84101,Yes,rescuesaltlake.org/contact-us/,,40.758972,-111.902308,0 km,-12456907.945,4976854.756
Jewish Family Service - ALEX & SALLY LEBWOHL FOOD PANTRY,Food Pantry,495 East 4500 South,Salt Lake City,UT,84107,Yes,www.jfsutah.org/our-programs/food-pantry,,40.674701,-111.877306,0 km,-12454124.758,4964477.852
Utah Food Bank,Food Bank,3150 South 900 West,South Salt Lake,UT,84119,Yes,www.utahfoodbank.org/,,40.704705,-111.917782,0 km,-12458630.514,4968882.733
Tabithas Way Food Pantry,Food Pantry,"45 East 100 North, Spanish Fork, UT 84660",Spanish Fork,UT,84660,Yes,tabithasway.org/contact/,,40.111492,-111.653817,0 km,-12429246.065,4882157.274
Solomon's Porch Foursquare Fellowship,Food Pantry,1495 South Black Ridge Drive,St. George,UT,84770,Yes,www.porchfoursquare.com,,37.082767,-113.587268,0 km,-12644476.879,4450649.713
Active Hand Food Pantry,Food Pantry,2890 S 1900 W,West Haven,UT,84401,,openhandutah.org/#,,41.169638,-112.006115,0 km,-12468463.665,5037395.536
Bruin Pantry at Jordan Campus Room - JSTC 135,Food Pantry,3491 West 9000 South,West Jordan,UT,84088,No,www.slcc.edu/thaynecenter/basic-needs/bruinpantrygethelp.aspx,,40.584636,-111.974222,0 km,-12464913.375,4951267.274
Nueva Esperanza SDA,Food Pantry,7681 2200 West,West Jordan,UT,84084,,nuevaesperanzaut.adventistchurch.org/,,40.611497,-111.947374,0 km,-12461924.703,4955205.319
Granger Community Christian,Food Pantry,3232 West 4100 South,West Valley City,UT,84119,Yes,www.facebook.com/people/Granger-Community-Christian-Church-DOC/100064812393615/,,40.682543,-111.968028,0 km,-12464223.829,4965629.053
The Evening Meal,Soup Kitchen,131 South West Street,Alexandria,VA,22314,No,www.ccda.net/need-help/food/christ-house-evening-meal/,,38.805097,-77.054985,0 km,-8577721.66,4693791.704
ALIVE! Family Assistance Program,Food Pantry,801 South Payne Street,Alexandria,VA,22314,,www.alive-inc.org/,,38.797754,-77.055997,0 km,-8577834.304,4692742.877
Cupboards for Christ Food Pantry at Great Bridge Baptist Church,Food Pantry,640 South Battlefield Boulevard,Chesapeake,VA,23322,Yes,greatbridge.life/cupboards%20for%20christ,,36.702679,-76.235882,0 km,-8486539.52,4397744.762
Fredericksburg Regional Food Bank,Food Bank,3631 Lee Hill Drive,Fredericksburg,VA,22408,,www.fredfood.org/,,38.270255,-77.456124,0 km,-8622376.316,4617674.386
Virginia Peninsula Foodbank,Food Bank,2401 Aluminum Avenue,Hampton,VA,23661,,www.hrfoodbank.org,,37.006163,-76.405054,0 km,-8505371.705,4439965.865
Foodbank of Southeastern Virginia - Western Tidewater Branch,Food Bank,618 South St,Franklin,VA,23851,,www.foodbankonline.org,,36.671061,-76.923834,0 km,-8563122.007,4393355.532
Foodbank of Southeastern Virginia - Eastern Shore Branch,Food Bank,24530 Coastal Blvd,Tasley,VA,23441,,www.foodbankonline.org,,37.707243,-75.706310,0 km,-8427587.857,4538151.24
Foodbank of Southeastern Virginia,Food Bank,800 Tidewater Drive,Norfolk,VA,23504,,www.foodbankonline.org,,36.852477,-76.275242,0 km,-8490921.1,4418563.883
Mt. Lebanon Baptist Church,Food Pantry,1141 Campostella Road,Norfolk,VA,23523,,,,36.829129,-76.261867,0 km,-8489432.179,4415316.288
Ghent Area Ministry,Food Pantry,1301 Colonial Avenue,Norfolk,VA,23517,Yes,gamnorfolk.org/#services,,36.864637,-76.294047,0 km,-8493014.474,4420255.647
Holy Trinity Catholic Church,Food Pantry,154 West Government Avenue,Norfolk,VA,23503,Yes,trinitynorfolk.org/serve/foodpantry/,,36.952035,-76.256667,0 km,-8488853.307,4432423.206
Salvation Army Shelter and Canteen,Soup Kitchen,203 West 19th Street,Norfolk,VA,23517,,,,36.866774,-76.287056,0 km,-8492236.239,4420552.965
St. Columba Ecumenical Ministries,Food Pantry,2114 Lafayette Blvd,Norfolk,VA,23509,Yes,stcolumbaministries.com/index.php/food-pantry/,,36.877307,-76.261023,0 km,-8489338.214,4422018.68
Basilica of Saint Mary's Pantry,Food Pantry,232 Chapel Street,Norfolk,VA,23504,,www.basilicaofsaintmary.org/food-pantry-soup-kitchen,,36.846973,-76.281019,0 km,-8491564.17,4417798.179
Basilica of St. Mary's Soup Kitchen,Soup Kitchen,232 Chapel Street,Norfolk,VA,23504,No,www.basilicaofsaintmary.org/food-pantry-soup-kitchen,,36.846973,-76.281019,0 km,-8491564.17,4417798.179
St. John's United Methodist Church  Food Pantry,Food Pantry,2709 Greendale Avenue,Norfolk,VA,23518,Yes,tgumc.org/foodpantry,,36.914934,-76.208793,0 km,-8483523.986,4427256.335
Episcopal Church of the Ascension,Food Pantry,405 Talbot Hall Road,Norfolk,VA,23505,Unsure,ascension-norfolk.org/,,36.902744,-76.283346,0 km,-8491823.255,4425559.156
Queen Street Baptist Church,Soup Kitchen,413 East Brambleton Avenue,Norfolk,VA,23510,Yes,foodbankonline.org/directory/,,36.853356,-76.283844,0 km,-8491878.67,4418686.21
Queen Street Baptist Church Pantry,Food Pantry,413 East Brambleton Avenue,Norfolk,VA,23510,Unsure,myqueenstreet.com/,,36.853356,-76.283844,0 km,-8491878.67,4418686.21
Union Mission Soup Kitchen,Soup Kitchen,5100 East Virginia Beach Boulevard,Norfolk,VA,23502,Yes,www.unionmissionministries.org/,,36.857021,-76.223318,0 km,-8485140.935,4419196.025
Calvary Revival Church,Food Pantry,5833 Poplar Hall Drive,Norfolk,VA,23502,Yes,crcglobal.org/reach/,,36.848375,-76.204774,0 km,-8483076.682,4417993.168
Norfolk United Methodist Church,Food Pantry,6870 North Military Highway,Norfolk,VA,23518,No,numcva.org/minitablets,,36.904733,-76.229558,0 km,-8485835.535,4425836.088
Royster Memorial Presbyterian,Food Pantry,6901 Newport Avenue,Norfolk,VA,23505,No,www.roysterpc.org/food-pantry,,36.905887,-76.281672,0 km,-8491636.884,4425996.685
Monday Soup Kitchen at Central Baptist Church in Ghent,Soup Kitchen,701 West Olney Road,Norfolk,VA,23507,Yes,www.cbcnorfolk.org/home,,36.860385,-76.300540,0 km,-8493737.204,4419664.041
Food Ministry,Food Pantry,926 Cherokee Road,Portsmouth,VA,23701,,www.westparkonline.org/ministries/food-pantry,,36.815582,-76.377711,0 km,-8502327.852,4413432.417
FeedMore,Food Bank,1415 Rhoadmiller Street,Richmond,VA,23220,,www.feedmore.org,,37.566893,-77.455833,0 km,-8622343.889,4518421.703
FA Southwest Virginia - Abingdon,Food Bank,21452 Gravel Lake Rd,Abingdon,VA,24211,,feedingswva.org/,,36.695056,-81.982643,0 km,-9126266.027,4396686.272
FA Southwest Virginia,Food Bank,1025 Electric Road,Salem,VA,24153,,feedingswva.org/,,37.278786,-80.035690,0 km,-8909532.256,4478037.529
Blue Ridge Area Food Bank - Eastern Region Branch,Food Bank,1207 Harris St,Charlottesville,VA,22903,,www.brafb.org,,38.040192,-78.480962,0 km,-8736460.775,4585105.146
Blue Ridge Area Food Bank - Southern Region Branch,Food Bank,"501 12th St, Ste B",Lynchburg,VA,24504,,www.brafb.org,,37.411214,-79.143574,0 km,-8810222.388,4496580.753
Blue Ridge Area Food Bank - Northern Region Branch,Food Bank,1802 Roberts St,Winchester,VA,22601,,www.brafb.org,,39.168663,-78.176923,0 km,-8702615.229,4745859.987
Blue Ridge Area Food Bank - Western Region Branch and HQ,Food Bank,96 Laurel Hill Road,Verona,VA,24482,,www.brafb.org,,38.200476,-79.006187,0 km,-8794928.506,4607785.186
Judeo Christian Outreach Center,Food Pantry,1053 Virginia Beach Boulevard,Virginia Beach,VA,23451,,jcoc.org/about-us/hunger-relief-programs/,,36.841512,-75.993672,0 km,-8459576.882,4417038.54
Star of the Sea,Soup Kitchen,1404 Pacific Avenue,Virginia Beach,VA,23451,Unsure,www.staroftheseaparish.com/ministries-2/,,36.842540,-75.975657,0 km,-8457571.483,4417181.589
Azalea Garden Church of God,Food Pantry,1541 Centerville Turnpike,Virginia Beach,VA,23464,No,azaleagardencog.org/news/events-calendar,,36.788756,-76.197516,0 km,-8482268.714,4409702.831
Eastern Shore Chapel,Food Pantry,2020 Laskin Road,Virginia Beach,VA,23454,Yes,www.easternshorechapel.org/chapel-pantry,,36.846521,-76.038135,0 km,-8464526.503,4417735.345
Virginia Beach Community Development Corporation,Food Pantry,2400 Potters Road,Virginia Beach,VA,23454,No,www.vbcdc.org/,,36.837104,-76.051699,0 km,-8466036.395,4416425.387
Storehouse Pantry @ Courthouse Community UMC,Food Pantry,2708 Princess Anne Road,Virginia Beach,VA,23456,,www.ccumc.net/connect-care/food-pantry,,36.760452,-76.065933,0 km,-8467620.928,4405769.221
Coastal Community Church,Food Pantry,2800 South Independence Boulevard,Virginia Beach,VA,23456,,www.vbcoastal.com/food-pantry,,36.776089,-76.139287,0 km,-8475786.658,4407942.267
Piney Grove Baptist Church,Food Pantry,2804 Holland Road,Virginia Beach,VA,23453,,pineygrovebaptistchurch.org/connect/food-pantry,,36.771995,-76.068244,0 km,-8467878.221,4407373.303
Water's Edge Community Church of God,Food Pantry,4141 Holland Road,Virginia Beach,VA,23452,Yes,wec.life/food-pantry,,36.817484,-76.118767,0 km,-8473502.416,4413696.825
Helping Hands Food Pantry at Vineyard,Food Pantry,4444 Expressway Drive,Virginia Beach,VA,23452,,,,36.831904,-76.129750,0 km,-8474725.004,4415702.257
Haygood United Methodist Church,Food Pantry,4713 Haygood Road,Virginia Beach,VA,23455,Yes,www.haygoodumcvb.org/serve,,36.872982,-76.139291,0 km,-8475787.081,4421416.901
Church of Ascension Catholic,Food Pantry,4853 Princess Anne Road,Virginia Beach,VA,23462,No,www.ascensionvb.org/,,36.819782,-76.150801,0 km,-8477068.335,4414016.404
Jewish Family Services of Tidewater Inc,Food Pantry,5000 Corporate Woods Drive,Virginia Beach,VA,23462,No,jfshamptonroads.org/services/food-assistance/,,36.834890,-76.155089,0 km,-8477545.729,4416117.433
Church of St Gregory The Great,Food Pantry,5345 Virginia Beach Blvd,Virginia Beach,VA,23462,Yes,www.stgregoryvabeach.org/outreach-advocacy/food-pantry,,36.846017,-76.165536,0 km,-8478708.684,4417665.207
Hope Lutheran Church,Food Pantry,5350 Providence Road,Virginia Beach,VA,23464,,www.hopevabeach.org/help,,36.816135,-76.175023,0 km,-8479764.76,4413509.313
Trinity Tabernacle (at Providence Mennonite Church),Food Pantry,5363 Old Providence Road,Virginia Beach,VA,23464,No,foodbankonline.org/directory/listing/trinity-tabernacle-1,,36.814481,-76.175340,0 km,-8479800.049,4413279.282
New Beginnings Church of Christ,Food Pantry,6400 Drew Drive,Virginia Beach,VA,23464,Yes,nbccva.org/ministries/food-pantry/,,36.797365,-76.212717,0 km,-8483960.882,4410899.621
Freedom Fellowship - Food Pantry,Food Pantry,836 Regency Drive,Virginia Beach,VA,23454,No,comegetfree.org/events/,,36.853947,-76.033808,0 km,-8464044.734,4418768.347
Healthy Harvest Food Bank,Food Bank,55 Commerce Parkway,Warsaw,VA,22572,,www.hhfb.org/,,37.967717,-76.748868,0 km,-8543644.956,4574866.324
Arlington Food Shelf,Food Pantry,165 Old Mill Road,Arlington,VT,05250,,,,43.060785,-73.142025,0 km,-8142132.979,5321228.525
Websterville Baptist Church Food Pantry,Food Pantry,143 Church Hill Road,Barre,VT,05678,No,websterville.org/,,44.153189,-72.474308,0 km,-8067803.007,5489179.141
